Date,Time of day,Scheduled commercial net export[MWh],Denmark 2 (export)[MWh],Denmark 2 (import)[MWh],Poland (export)[MWh],Poland (import)[MWh],Czech Republic (export)[MWh],Czech Republic (import)[MWh]
01.01.2015,00:00,-597,317,-0,0,-200,0,-714
01.01.2015,01:00,-271,600,-0,0,-140,0,-731
01.01.2015,02:00,-115,600,-0,0,-0,20,-735
01.01.2015,03:00,-154,600,-25,0,-0,5,-734
01.01.2015,04:00,53,600,-7,0,-0,200,-740
01.01.2015,05:00,-81,546,-0,0,-0,121,-748
01.01.2015,06:00,21,600,-0,0,-0,140,-719
01.01.2015,07:00,-110,600,-0,0,-0,0,-710
01.01.2015,08:00,229,600,-0,0,-0,363,-734
01.01.2015,09:00,116,600,-0,0,-0,163,-647
01.01.2015,10:00,205,600,-0,0,-0,283,-678
01.01.2015,11:00,171,600,-0,0,-0,243,-672
01.01.2015,12:00,139,600,-0,0,-0,288,-749
01.01.2015,13:00,201,600,-0,0,-0,343,-742
01.01.2015,14:00,330,600,-0,0,-0,318,-588
01.01.2015,15:00,293,600,-0,0,-0,253,-560
01.01.2015,16:00,202,600,-0,0,-0,132,-530
01.01.2015,17:00,77,600,-0,0,-0,153,-676
01.01.2015,18:00,-141,600,-0,0,-0,143,-884
01.01.2015,19:00,-160,600,-0,0,-0,148,-908
01.01.2015,20:00,249,600,-0,0,-0,374,-725
01.01.2015,21:00,-82,448,-0,0,-0,210,-740
01.01.2015,22:00,-351,244,-0,0,-0,291,-886
01.01.2015,23:00,-215,192,-0,0,-0,478,-885
02.01.2015,00:00,-441,583,-26,0,-0,50,-1.048
02.01.2015,01:00,-648,450,-150,0,-0,192,-1.140
02.01.2015,02:00,-422,393,-0,0,-0,250,-1.065
02.01.2015,03:00,-149,600,-0,0,-0,272,-1.021
02.01.2015,04:00,-291,600,-50,0,-0,280,-1.121
02.01.2015,05:00,-440,600,-168,0,-0,242,-1.114
02.01.2015,06:00,-570,600,-0,0,-0,282,-1.452
02.01.2015,07:00,-735,600,-0,0,-0,237,-1.572
02.01.2015,08:00,-618,600,-0,0,-0,322,-1.540
02.01.2015,09:00,-726,600,-0,0,-0,165,-1.491
02.01.2015,10:00,-786,600,-0,0,-0,84,-1.470
02.01.2015,11:00,-744,600,-0,0,-0,196,-1.540
02.01.2015,12:00,-624,600,-0,0,-0,329,-1.553
02.01.2015,13:00,-658,600,-0,0,-0,280,-1.538
02.01.2015,14:00,-640,600,-0,0,-0,264,-1.504
02.01.2015,15:00,-660,600,-0,0,-0,211,-1.471
02.01.2015,16:00,-526,600,-0,0,-0,304,-1.430
02.01.2015,17:00,-479,600,-0,0,-0,375,-1.454
02.01.2015,18:00,-200,600,-0,0,-0,250,-1.050
02.01.2015,19:00,-329,600,-0,0,-0,244,-1.173
02.01.2015,20:00,-280,600,-0,0,-0,143,-1.023
02.01.2015,21:00,-354,558,-0,0,-0,160,-1.072
02.01.2015,22:00,-945,113,-0,0,-0,160,-1.218
02.01.2015,23:00,-821,304,-50,0,-0,150,-1.225
03.01.2015,00:00,-93,278,-0,0,-0,206,-577
03.01.2015,01:00,17,178,-20,0,-0,421,-562
03.01.2015,02:00,17,174,-0,0,-0,405,-562
03.01.2015,03:00,-17,130,-0,0,-0,416,-563
03.01.2015,04:00,-91,185,-2,0,-0,281,-555
03.01.2015,05:00,-112,303,-1,0,-0,221,-635
03.01.2015,06:00,2,472,-0,0,-0,133,-603
03.01.2015,07:00,117,600,-0,0,-0,70,-553
03.01.2015,08:00,147,600,-0,0,-0,78,-531
03.01.2015,09:00,280,600,-0,0,-0,167,-487
03.01.2015,10:00,251,600,-0,0,-0,133,-482
03.01.2015,11:00,217,600,-0,0,-0,112,-495
03.01.2015,12:00,241,600,-0,0,-0,176,-535
03.01.2015,13:00,148,600,-99,0,-0,167,-520
03.01.2015,14:00,269,391,-0,0,-0,343,-465
03.01.2015,15:00,-171,480,-585,0,-0,394,-460
03.01.2015,16:00,-596,208,-585,0,-0,213,-432
03.01.2015,17:00,-1.161,0,-585,0,-330,185,-431
03.01.2015,18:00,-1.338,0,-585,0,-370,65,-448
03.01.2015,19:00,-897,293,-585,0,-280,95,-420
03.01.2015,20:00,70,893,-585,0,-0,202,-440
03.01.2015,21:00,309,572,-0,0,-0,165,-428
03.01.2015,22:00,287,575,-0,0,-0,158,-446
03.01.2015,23:00,127,600,-79,0,-0,130,-524
04.01.2015,00:00,323,600,-0,0,-0,180,-457
04.01.2015,01:00,122,600,-0,0,-0,85,-563
04.01.2015,02:00,318,600,-21,0,-0,218,-479
04.01.2015,03:00,520,600,-0,0,-0,410,-490
04.01.2015,04:00,553,600,-0,0,-0,439,-486
04.01.2015,05:00,479,600,-0,0,-0,405,-526
04.01.2015,06:00,549,600,-0,0,-0,474,-525
04.01.2015,07:00,408,600,-0,0,-0,316,-508
04.01.2015,08:00,203,600,-0,0,-0,80,-477
04.01.2015,09:00,341,600,-0,0,-0,172,-431
04.01.2015,10:00,538,600,-0,0,-0,362,-424
04.01.2015,11:00,566,600,-0,0,-0,408,-442
04.01.2015,12:00,542,600,-0,0,-0,425,-483
04.01.2015,13:00,591,600,-0,0,-0,485,-494
04.01.2015,14:00,557,600,-0,0,-0,359,-402
04.01.2015,15:00,637,600,-0,0,-0,453,-416
04.01.2015,16:00,491,600,-0,0,-0,288,-397
04.01.2015,17:00,70,600,-396,0,-0,295,-429
04.01.2015,18:00,-160,600,-503,0,-0,186,-443
04.01.2015,19:00,-350,600,-676,0,-0,145,-419
04.01.2015,20:00,-143,600,-205,0,-351,186,-373
04.01.2015,21:00,20,600,-0,0,-250,128,-458
04.01.2015,22:00,-409,387,-0,0,-378,30,-448
04.01.2015,23:00,-104,600,-0,0,-269,80,-515
05.01.2015,00:00,85,600,0,0,-126,338,-727
05.01.2015,01:00,181,600,0,0,-126,369,-662
05.01.2015,02:00,347,600,0,0,-1,382,-634
05.01.2015,03:00,17,600,0,0,-122,77,-538
05.01.2015,04:00,36,600,0,0,-76,25,-513
05.01.2015,05:00,-63,600,0,0,-110,34,-587
05.01.2015,06:00,61,600,0,0,-295,30,-274
05.01.2015,07:00,-368,51,-6,200,-381,184,-416
05.01.2015,08:00,-649,340,-585,200,-181,30,-453
05.01.2015,09:00,-533,793,-438,200,-495,30,-623
05.01.2015,10:00,-541,380,-23,200,-470,30,-658
05.01.2015,11:00,-585,468,-264,200,-513,30,-506
05.01.2015,12:00,-455,747,-432,200,-533,80,-517
05.01.2015,13:00,-523,822,-548,200,-593,80,-484
05.01.2015,14:00,-278,1.068,-580,200,-653,130,-443
05.01.2015,15:00,-755,113,0,200,-575,86,-579
05.01.2015,16:00,-560,600,-130,200,-393,78,-915
05.01.2015,17:00,-413,550,0,100,-310,65,-818
05.01.2015,18:00,-1.080,0,-50,50,-425,65,-720
05.01.2015,19:00,-1.146,169,0,0,-448,65,-932
05.01.2015,20:00,-1.251,156,-207,0,-465,65,-800
05.01.2015,21:00,-1.655,72,-585,0,-381,65,-826
05.01.2015,22:00,-1.527,141,-585,0,-238,25,-870
05.01.2015,23:00,-983,0,-199,0,-200,25,-609
06.01.2015,00:00,-1.234,0,-217,0,-428,25,-614
06.01.2015,01:00,-1.523,0,-585,0,-464,98,-572
06.01.2015,02:00,-1.321,0,-585,0,-389,294,-641
06.01.2015,03:00,-1.386,0,-585,0,-393,250,-658
06.01.2015,04:00,-1.671,0,-585,0,-680,149,-555
06.01.2015,05:00,-1.748,0,-499,0,-574,25,-700
06.01.2015,06:00,-1.354,0,-109,0,-500,25,-770
06.01.2015,07:00,-1.990,0,-585,0,-530,25,-900
06.01.2015,08:00,-1.872,0,-581,0,-452,75,-914
06.01.2015,09:00,-1.879,0,-585,0,-506,60,-848
06.01.2015,10:00,-1.536,0,-585,0,-294,75,-732
06.01.2015,11:00,-1.475,0,-585,0,-209,75,-756
06.01.2015,12:00,-1.271,0,-542,200,-249,118,-798
06.01.2015,13:00,-1.421,0,-585,100,-249,130,-817
06.01.2015,14:00,-1.450,0,-585,0,-252,128,-741
06.01.2015,15:00,-1.318,0,-585,174,-361,125,-671
06.01.2015,16:00,-1.475,0,-585,100,-334,96,-752
06.01.2015,17:00,-1.862,0,-585,0,-509,96,-864
06.01.2015,18:00,-1.919,0,-585,0,-529,109,-914
06.01.2015,19:00,-1.657,0,-585,50,-264,118,-976
06.01.2015,20:00,-1.273,0,-585,200,-292,114,-710
06.01.2015,21:00,-1.110,0,-573,200,-99,114,-752
06.01.2015,22:00,-1.120,0,-181,200,-400,97,-836
06.01.2015,23:00,-464,419,0,200,-419,143,-807
07.01.2015,00:00,-563,600,0,0,-430,155,-888
07.01.2015,01:00,-236,600,0,0,-150,154,-840
07.01.2015,02:00,-172,600,0,0,-100,145,-817
07.01.2015,03:00,-131,600,0,0,-100,145,-776
07.01.2015,04:00,-259,600,0,0,-250,160,-769
07.01.2015,05:00,-708,48,0,0,-125,160,-791
07.01.2015,06:00,-1.180,0,-552,0,-55,160,-733
07.01.2015,07:00,-1.468,0,-585,200,-650,178,-611
07.01.2015,08:00,-1.694,0,-585,0,-721,174,-562
07.01.2015,09:00,-1.818,0,-585,0,-765,260,-728
07.01.2015,10:00,-1.861,0,-585,0,-645,120,-751
07.01.2015,11:00,-1.784,0,-585,0,-655,245,-789
07.01.2015,12:00,-1.596,0,-585,138,-523,180,-806
07.01.2015,13:00,-1.205,0,-585,168,-449,252,-591
07.01.2015,14:00,-1.219,0,-585,153,-503,291,-575
07.01.2015,15:00,-1.164,0,-585,173,-468,291,-575
07.01.2015,16:00,-1.076,0,-585,100,-97,139,-633
07.01.2015,17:00,-1.440,0,-585,25,-296,184,-768
07.01.2015,18:00,-1.523,0,-585,25,-348,186,-801
07.01.2015,19:00,-991,0,-585,25,0,157,-588
07.01.2015,20:00,-878,0,-585,0,0,356,-649
07.01.2015,21:00,-551,15,0,0,0,298,-864
07.01.2015,22:00,56,600,0,0,0,312,-856
07.01.2015,23:00,62,600,0,0,0,310,-848
08.01.2015,00:00,153,600,0,0,0,199,-646
08.01.2015,01:00,429,600,0,0,0,393,-564
08.01.2015,02:00,131,600,0,0,0,180,-649
08.01.2015,03:00,284,600,0,0,0,248,-564
08.01.2015,04:00,299,600,0,0,0,219,-520
08.01.2015,05:00,111,600,0,0,0,158,-647
08.01.2015,06:00,-319,15,0,10,0,157,-501
08.01.2015,07:00,-776,0,-585,0,0,250,-441
08.01.2015,08:00,-679,0,-585,0,0,366,-460
08.01.2015,09:00,-657,0,-585,15,0,424,-511
08.01.2015,10:00,-660,0,-585,15,0,380,-470
08.01.2015,11:00,-756,0,-585,0,0,283,-454
08.01.2015,12:00,-742,0,-585,0,0,299,-456
08.01.2015,13:00,-780,0,-585,15,0,344,-554
08.01.2015,14:00,-795,0,-585,9,0,339,-558
08.01.2015,15:00,-853,0,-585,15,0,175,-458
08.01.2015,16:00,-829,0,-585,0,0,256,-500
08.01.2015,17:00,-972,0,-585,0,0,120,-507
08.01.2015,18:00,-940,0,-585,0,0,329,-684
08.01.2015,19:00,-959,0,-585,0,0,239,-613
08.01.2015,20:00,-823,0,-519,0,0,311,-615
08.01.2015,21:00,-450,13,0,0,0,282,-745
08.01.2015,22:00,50,600,0,0,0,251,-801
08.01.2015,23:00,164,600,0,0,0,241,-677
09.01.2015,00:00,469,600,0,0,0,342,-473
09.01.2015,01:00,619,600,0,0,0,510,-491
09.01.2015,02:00,546,600,0,0,0,444,-498
09.01.2015,03:00,471,600,0,0,0,374,-503
09.01.2015,04:00,546,600,0,0,0,386,-440
09.01.2015,05:00,451,600,0,0,0,464,-613
09.01.2015,06:00,365,600,0,10,0,275,-520
09.01.2015,07:00,-70,0,0,197,0,252,-519
09.01.2015,08:00,-223,0,0,220,0,143,-586
09.01.2015,09:00,412,600,0,222,0,205,-615
09.01.2015,10:00,62,320,0,220,0,184,-662
09.01.2015,11:00,-388,0,-280,222,0,225,-555
09.01.2015,12:00,-732,0,-585,222,0,184,-553
09.01.2015,13:00,-356,0,-333,217,0,289,-529
09.01.2015,14:00,63,111,0,217,0,289,-554
09.01.2015,15:00,-34,4,0,192,0,314,-544
09.01.2015,16:00,-300,0,-86,15,0,306,-535
09.01.2015,17:00,-698,0,-585,10,0,217,-340
09.01.2015,18:00,-704,0,-585,14,0,330,-463
09.01.2015,19:00,-617,0,-585,15,0,307,-354
09.01.2015,20:00,-55,0,0,15,0,274,-344
09.01.2015,21:00,565,600,0,15,0,299,-349
09.01.2015,22:00,428,600,0,0,0,252,-424
09.01.2015,23:00,424,600,0,0,0,270,-446
10.01.2015,00:00,624,600,0,0,0,195,-171
10.01.2015,01:00,614,600,0,0,0,185,-171
10.01.2015,02:00,654,600,0,0,0,225,-171
10.01.2015,03:00,666,600,0,0,0,225,-159
10.01.2015,04:00,701,600,0,0,0,260,-159
10.01.2015,05:00,775,600,0,0,0,334,-159
10.01.2015,06:00,850,600,0,0,0,325,-75
10.01.2015,07:00,700,600,0,0,0,214,-114
10.01.2015,08:00,733,600,0,0,0,214,-81
10.01.2015,09:00,600,600,0,0,0,269,-269
10.01.2015,10:00,600,600,0,0,0,269,-269
10.01.2015,11:00,816,600,0,0,0,285,-69
10.01.2015,12:00,748,600,0,0,0,229,-81
10.01.2015,13:00,685,600,0,0,0,204,-119
10.01.2015,14:00,686,600,0,0,0,205,-119
10.01.2015,15:00,705,600,0,0,0,224,-119
10.01.2015,16:00,803,600,0,0,0,272,-69
10.01.2015,17:00,800,600,0,0,0,269,-69
10.01.2015,18:00,713,600,0,0,0,244,-131
10.01.2015,19:00,754,600,0,0,0,235,-81
10.01.2015,20:00,781,600,0,0,0,272,-91
10.01.2015,21:00,725,600,0,0,0,216,-91
10.01.2015,22:00,663,600,0,0,0,227,-164
10.01.2015,23:00,663,600,0,0,0,227,-164
11.01.2015,00:00,587,600,0,0,0,220,-233
11.01.2015,01:00,583,600,0,0,0,230,-247
11.01.2015,02:00,627,600,0,0,0,290,-263
11.01.2015,03:00,710,600,0,0,0,373,-263
11.01.2015,04:00,606,600,0,0,0,269,-263
11.01.2015,05:00,717,600,0,0,0,380,-263
11.01.2015,06:00,706,600,0,0,0,362,-256
11.01.2015,07:00,636,600,0,0,0,284,-248
11.01.2015,08:00,644,600,0,0,0,244,-200
11.01.2015,09:00,634,600,0,0,0,250,-216
11.01.2015,10:00,735,600,0,0,0,363,-228
11.01.2015,11:00,726,600,0,0,0,351,-225
11.01.2015,12:00,647,600,0,0,0,285,-238
11.01.2015,13:00,625,600,0,0,0,255,-230
11.01.2015,14:00,678,600,0,0,0,300,-222
11.01.2015,15:00,744,600,0,0,0,350,-206
11.01.2015,16:00,783,600,0,0,0,385,-202
11.01.2015,17:00,754,600,0,0,0,330,-176
11.01.2015,18:00,751,600,0,0,0,315,-164
11.01.2015,19:00,679,600,0,0,0,243,-164
11.01.2015,20:00,681,600,0,0,0,240,-159
11.01.2015,21:00,636,600,0,0,0,195,-159
11.01.2015,22:00,589,600,0,0,0,195,-206
11.01.2015,23:00,640,600,0,0,0,245,-205
12.01.2015,00:00,251,600,0,0,0,387,-736
12.01.2015,01:00,323,600,0,0,0,309,-586
12.01.2015,02:00,199,600,0,0,0,185,-586
12.01.2015,03:00,139,600,0,0,0,130,-591
12.01.2015,04:00,19,600,0,0,0,155,-736
12.01.2015,05:00,210,600,0,0,0,401,-791
12.01.2015,06:00,60,15,0,2,0,505,-462
12.01.2015,07:00,-696,0,-585,0,-50,381,-442
12.01.2015,08:00,-586,0,-585,0,0,311,-312
12.01.2015,09:00,-625,0,-585,12,0,283,-335
12.01.2015,10:00,-50,15,0,15,0,280,-360
12.01.2015,11:00,139,269,0,15,0,209,-354
12.01.2015,12:00,398,589,0,12,0,255,-458
12.01.2015,13:00,240,281,0,9,0,304,-354
12.01.2015,14:00,581,600,0,12,0,306,-337
12.01.2015,15:00,174,166,0,15,0,317,-324
12.01.2015,16:00,-134,15,0,3,0,205,-357
12.01.2015,17:00,-943,0,-585,2,0,158,-518
12.01.2015,18:00,-965,0,-585,3,0,155,-538
12.01.2015,19:00,-244,0,-187,12,0,212,-281
12.01.2015,20:00,309,413,0,15,0,280,-399
12.01.2015,21:00,411,600,0,15,0,280,-484
12.01.2015,22:00,245,600,0,0,0,157,-512
12.01.2015,23:00,79,600,0,0,0,265,-786
13.01.2015,00:00,270,600,0,0,0,338,-668
13.01.2015,01:00,413,600,0,0,0,431,-618
13.01.2015,02:00,404,600,0,0,0,427,-623
13.01.2015,03:00,350,600,0,0,0,418,-668
13.01.2015,04:00,349,600,0,0,0,417,-668
13.01.2015,05:00,384,600,0,0,0,407,-623
13.01.2015,06:00,430,600,0,3,0,371,-544
13.01.2015,07:00,274,600,0,0,-65,294,-555
13.01.2015,08:00,289,600,0,0,-80,308,-539
13.01.2015,09:00,381,600,0,5,0,327,-551
13.01.2015,10:00,335,600,0,15,0,332,-612
13.01.2015,11:00,316,600,0,10,0,296,-590
13.01.2015,12:00,327,600,0,9,0,308,-590
13.01.2015,13:00,302,600,0,10,0,282,-590
13.01.2015,14:00,359,600,0,10,0,317,-568
13.01.2015,15:00,348,600,0,9,0,318,-579
13.01.2015,16:00,357,600,0,0,0,348,-591
13.01.2015,17:00,-25,516,0,3,-170,210,-584
13.01.2015,18:00,-694,45,0,6,-330,160,-575
13.01.2015,19:00,-1.033,0,-448,6,-225,175,-541
13.01.2015,20:00,-137,153,0,3,0,252,-545
13.01.2015,21:00,165,600,0,15,0,107,-557
13.01.2015,22:00,67,600,0,0,0,79,-612
13.01.2015,23:00,98,600,0,0,0,150,-652
14.01.2015,00:00,51,600,0,0,-100,175,-624
14.01.2015,01:00,181,600,0,0,-100,326,-645
14.01.2015,02:00,116,600,0,0,-100,275,-659
14.01.2015,03:00,65,600,0,0,-100,225,-660
14.01.2015,04:00,143,600,0,0,0,175,-632
14.01.2015,05:00,165,600,0,0,0,156,-591
14.01.2015,06:00,272,582,0,0,0,138,-448
14.01.2015,07:00,-346,0,-18,0,-105,170,-393
14.01.2015,08:00,-933,0,-585,0,-102,175,-421
14.01.2015,09:00,-581,0,-305,0,0,196,-472
14.01.2015,10:00,22,295,0,0,0,174,-447
14.01.2015,11:00,94,353,0,0,0,185,-444
14.01.2015,12:00,330,565,0,0,0,211,-446
14.01.2015,13:00,395,600,0,0,0,233,-438
14.01.2015,14:00,-189,0,0,0,0,254,-443
14.01.2015,15:00,-885,0,-585,0,0,130,-430
14.01.2015,16:00,-975,0,-585,0,-180,273,-483
14.01.2015,17:00,-1.220,0,-585,0,-200,115,-550
14.01.2015,18:00,-1.272,0,-585,0,-200,115,-602
14.01.2015,19:00,-1.066,0,-585,0,0,115,-596
14.01.2015,20:00,-359,15,0,0,0,149,-523
14.01.2015,21:00,164,600,0,0,0,90,-526
14.01.2015,22:00,90,600,0,0,0,76,-586
14.01.2015,23:00,-79,600,0,0,0,75,-754
15.01.2015,00:00,91,600,0,0,0,219,-728
15.01.2015,01:00,11,600,0,0,0,140,-729
15.01.2015,02:00,165,600,0,0,0,244,-679
15.01.2015,03:00,152,600,0,0,0,230,-678
15.01.2015,04:00,208,600,0,0,0,287,-679
15.01.2015,05:00,401,600,0,0,0,304,-503
15.01.2015,06:00,224,241,0,0,0,415,-432
15.01.2015,07:00,-514,0,-359,6,0,241,-402
15.01.2015,08:00,-770,0,-585,0,0,237,-422
15.01.2015,09:00,-343,0,-133,0,0,215,-425
15.01.2015,10:00,20,189,0,0,0,315,-484
15.01.2015,11:00,130,342,0,0,0,240,-452
15.01.2015,12:00,302,600,0,0,0,184,-482
15.01.2015,13:00,403,600,0,0,0,285,-482
15.01.2015,14:00,448,600,0,0,0,320,-472
15.01.2015,15:00,471,600,0,0,0,333,-462
15.01.2015,16:00,-352,15,0,0,0,175,-542
15.01.2015,17:00,-878,0,-585,0,0,222,-515
15.01.2015,18:00,-941,0,-585,0,0,195,-551
15.01.2015,19:00,-373,0,-69,0,0,196,-500
15.01.2015,20:00,351,531,0,0,0,222,-402
15.01.2015,21:00,332,600,0,0,0,150,-418
15.01.2015,22:00,245,600,0,0,0,115,-470
15.01.2015,23:00,118,600,0,0,0,178,-660
16.01.2015,00:00,-294,209,0,0,0,200,-703
16.01.2015,01:00,-290,119,0,0,0,200,-609
16.01.2015,02:00,-239,120,0,0,0,250,-609
16.01.2015,03:00,-295,51,0,0,0,296,-642
16.01.2015,04:00,-334,63,0,0,0,245,-642
16.01.2015,05:00,-286,130,0,0,0,245,-661
16.01.2015,06:00,-130,220,0,10,0,236,-596
16.01.2015,07:00,-731,0,-380,5,-20,235,-571
16.01.2015,08:00,-963,0,-585,0,-75,235,-538
16.01.2015,09:00,-1.056,0,-585,5,-30,285,-731
16.01.2015,10:00,-1.142,0,-585,0,-55,261,-763
16.01.2015,11:00,-1.062,0,-585,0,-10,135,-602
16.01.2015,12:00,-1.137,0,-585,0,-200,161,-513
16.01.2015,13:00,-1.133,0,-585,0,-180,145,-513
16.01.2015,14:00,-1.161,0,-585,0,-175,160,-561
16.01.2015,15:00,-1.370,0,-585,0,-197,135,-723
16.01.2015,16:00,-1.075,0,-585,82,-150,217,-639
16.01.2015,17:00,-1.217,0,-585,0,-15,147,-764
16.01.2015,18:00,-1.366,0,-585,0,-203,147,-725
16.01.2015,19:00,-1.173,0,-585,0,-70,149,-667
16.01.2015,20:00,-924,0,-585,3,0,187,-529
16.01.2015,21:00,-1.247,0,-585,128,-161,120,-749
16.01.2015,22:00,-1.297,0,-585,100,-110,120,-822
16.01.2015,23:00,-1.333,0,-585,47,0,120,-915
17.01.2015,00:00,-1.557,0,-585,0,0,55,-1.027
17.01.2015,01:00,-1.564,0,-585,0,0,55,-1.034
17.01.2015,02:00,-1.506,0,-585,0,0,93,-1.014
17.01.2015,03:00,-1.492,0,-585,0,0,93,-1.000
17.01.2015,04:00,-1.431,0,-585,0,0,172,-1.018
17.01.2015,05:00,-1.030,0,-197,0,0,149,-982
17.01.2015,06:00,-449,242,0,0,0,205,-896
17.01.2015,07:00,-815,54,0,0,0,205,-1.074
17.01.2015,08:00,-1.269,0,-546,25,0,25,-773
17.01.2015,09:00,-1.290,0,-585,25,0,50,-780
17.01.2015,10:00,-1.245,0,-585,0,0,50,-710
17.01.2015,11:00,-1.251,0,-585,0,0,50,-716
17.01.2015,12:00,-1.042,0,-585,200,0,53,-710
17.01.2015,13:00,-817,0,-585,200,0,210,-642
17.01.2015,14:00,-915,0,-585,200,0,126,-656
17.01.2015,15:00,-999,0,-585,200,0,50,-664
17.01.2015,16:00,-1.275,0,-585,0,0,155,-845
17.01.2015,17:00,-1.380,0,-585,0,0,50,-845
17.01.2015,18:00,-1.250,0,-585,125,-125,260,-925
17.01.2015,19:00,-1.282,0,-585,100,0,50,-847
17.01.2015,20:00,-673,0,0,0,0,215,-888
17.01.2015,21:00,-98,600,0,0,0,215,-913
17.01.2015,22:00,-244,600,0,0,0,80,-924
17.01.2015,23:00,-489,600,0,0,-70,80,-1.099
18.01.2015,00:00,-443,600,0,0,0,25,-1.068
18.01.2015,01:00,-416,600,0,0,0,25,-1.041
18.01.2015,02:00,-389,600,0,0,0,25,-1.014
18.01.2015,03:00,-411,600,0,0,0,25,-1.036
18.01.2015,04:00,-406,600,0,0,0,25,-1.031
18.01.2015,05:00,-416,600,0,0,0,25,-1.041
18.01.2015,06:00,-330,600,0,0,0,25,-955
18.01.2015,07:00,-298,600,0,0,0,25,-923
18.01.2015,08:00,-266,600,0,0,0,30,-896
18.01.2015,09:00,-166,600,0,0,0,30,-796
18.01.2015,10:00,-166,600,0,0,0,30,-796
18.01.2015,11:00,-156,600,0,0,0,40,-796
18.01.2015,12:00,-17,549,0,200,0,40,-806
18.01.2015,13:00,80,600,0,200,0,40,-760
18.01.2015,14:00,-494,15,0,200,0,40,-749
18.01.2015,15:00,-1.083,0,-585,200,0,40,-738
18.01.2015,16:00,-1.150,0,-572,200,0,40,-818
18.01.2015,17:00,-1.391,0,-585,0,0,30,-836
18.01.2015,18:00,-1.710,0,-585,0,0,30,-1.155
18.01.2015,19:00,-1.699,0,-585,0,-20,30,-1.124
18.01.2015,20:00,-1.415,0,-585,0,-20,25,-835
18.01.2015,21:00,-1.204,0,-585,200,-10,25,-834
18.01.2015,22:00,-1.618,0,-585,190,-158,25,-1.090
18.01.2015,23:00,-894,15,0,0,-10,25,-924
19.01.2015,00:00,-1.179,0,-362,0,-12,15,-820
19.01.2015,01:00,-1.427,0,-585,0,-30,15,-827
19.01.2015,02:00,-1.539,0,-585,0,-59,5,-900
19.01.2015,03:00,-1.544,0,-585,0,-50,5,-914
19.01.2015,04:00,-1.344,0,-444,0,0,5,-905
19.01.2015,05:00,-1.564,0,-585,0,-150,16,-845
19.01.2015,06:00,-1.973,0,-585,0,-684,78,-782
19.01.2015,07:00,-2.178,0,-585,0,-920,60,-733
19.01.2015,08:00,-1.463,0,-585,0,-157,70,-791
19.01.2015,09:00,-1.551,0,-585,0,-90,60,-936
19.01.2015,10:00,-1.580,0,-585,0,-95,60,-960
19.01.2015,11:00,-1.577,0,-585,0,-95,60,-957
19.01.2015,12:00,-1.262,0,-311,0,-78,60,-933
19.01.2015,13:00,-1.589,0,-585,0,-163,60,-901
19.01.2015,14:00,-1.541,0,-585,0,-249,260,-967
19.01.2015,15:00,-1.845,0,-585,0,-380,60,-940
19.01.2015,16:00,-1.471,0,-585,0,0,70,-956
19.01.2015,17:00,-1.486,0,-585,0,0,60,-961
19.01.2015,18:00,-1.484,0,-585,0,0,60,-959
19.01.2015,19:00,-1.660,0,-585,0,-200,60,-935
19.01.2015,20:00,-1.354,0,-585,150,-280,253,-892
19.01.2015,21:00,-1.854,0,-585,0,-560,253,-962
19.01.2015,22:00,-2.045,0,-585,0,-516,5,-949
19.01.2015,23:00,-1.611,0,-585,0,-90,5,-941
20.01.2015,00:00,-1.668,0,-585,0,-54,25,-1.054
20.01.2015,01:00,-1.474,0,-585,0,-65,238,-1.062
20.01.2015,02:00,-1.537,0,-585,0,-56,189,-1.085
20.01.2015,03:00,-1.491,0,-585,0,-50,206,-1.062
20.01.2015,04:00,-1.493,0,-585,62,-115,239,-1.094
20.01.2015,05:00,-1.500,0,-585,62,-162,273,-1.088
20.01.2015,06:00,-1.683,0,-585,0,-257,225,-1.066
20.01.2015,07:00,-1.486,0,-585,0,-275,325,-951
20.01.2015,08:00,-1.769,0,-585,0,-380,205,-1.009
20.01.2015,09:00,-1.830,0,-585,0,-350,80,-975
20.01.2015,10:00,-1.777,0,-585,0,-285,80,-987
20.01.2015,11:00,-1.610,0,-585,0,-255,147,-917
20.01.2015,12:00,-1.488,0,-585,0,-277,285,-911
20.01.2015,13:00,-1.567,0,-585,20,-355,285,-932
20.01.2015,14:00,-1.581,0,-585,30,-354,260,-932
20.01.2015,15:00,-1.528,0,-585,100,-366,260,-937
20.01.2015,16:00,-1.621,0,-585,0,-200,55,-891
20.01.2015,17:00,-1.382,0,-585,0,0,85,-882
20.01.2015,18:00,-1.649,0,-585,0,-200,55,-919
20.01.2015,19:00,-1.608,0,-585,165,-374,55,-869
20.01.2015,20:00,-1.733,0,-585,0,-265,231,-1.114
20.01.2015,21:00,-1.479,0,-585,0,-90,245,-1.049
20.01.2015,22:00,-2.177,0,-585,38,-530,25,-1.125
20.01.2015,23:00,-1.816,0,-585,34,-240,25,-1.050
21.01.2015,00:00,-1.762,0,-585,0,-245,0,-932
21.01.2015,01:00,-1.498,0,-585,0,-257,180,-836
21.01.2015,02:00,-1.477,0,-585,0,-335,300,-857
21.01.2015,03:00,-1.458,0,-585,0,-242,226,-857
21.01.2015,04:00,-1.194,0,-585,0,-193,393,-809
21.01.2015,05:00,-1.535,0,-585,0,-343,303,-910
21.01.2015,06:00,-1.514,0,-585,0,-513,235,-651
